company_name,company_yc_url,company_tagline,company_description,company_batch,company_company_type,company_industry_tags,company_country,company_location,company_website,company_founded,company_team_size,company_social_profiles_linkedin,company_social_profiles_twitter,company_social_profiles_facebook,company_social_profiles_crunchbase,founders
Superorder,https://www.ycombinator.com/companies/superorder,"Fastest, easiest, cheapest way for restaurants to make money online.",Superorder makes it easy for a SMB restaurant to set up a virtual restaurant and manage its online delivery business. Superorder's mission is to be the off-premise operating system for SMB restaurant owners.,S19,ACTIVE,"[""B2B"",""Food & Beverages"",""GHOST-KITCHENS"",""Retail"",""SAAS""]",United States,New York,https://superorder.com/,2021,15,,,,,"[{""name"":""Raghav Poddar"",""role"":"""",""description"":""All things at superorder.com"",""linkedin_profile"":""https://www.linkedin.com/in/bypoddar/"",""twitter_profile"":""https://twitter.com/bypoddar""}]"
Locent,https://www.ycombinator.com/companies/locent,Locent is an automated messaging platform for companies,,S15,INACTIVE,"[""MESSAGING""]",United States,"Santa Monica, CA",http://locent.com,,11,,,,https://www.crunchbase.com/organization/locent,"[{""name"":""Matt Joseph"",""role"":""CEO"",""description"":""Managing Director at Superconnector. Founded 2 startups, worked at Amazon and BCG."",""linkedin_profile"":""https://www.linkedin.com/in/-mattjoseph/"",""twitter_profile"":""http://twitter.com/mattjosephvc""}]"
Talkito,https://www.ycombinator.com/companies/talkito,,,S06,INACTIVE,"[""Not Available""]",Not Available,,http://talkito.com,,0,,,,,"[{""name"":""Hovig Bayandorian"",""role"":"""",""description"":""."",""linkedin_profile"":"""",""twitter_profile"":""""}]"
Bikanta,https://www.ycombinator.com/companies/bikanta,Nano-diamonds for cancer detection,"Bikanta is introducing revolutionary nanodiamond-based technology to push the boundaries of current medical imaging and diagnostics, allowing researchers to answer questions and medics to detect diseases that they currently cannot.A nanodiamond is forever. They are brightly fluorescent, infinitely stable, non-toxic, functionalizable and can be used for background-free optical imaging.  Early results have improved the signal by as much as 100-fold over conventional fluorescence imaging techniques.   Bikantas vision is to redefine the boundaries of medical diagnostics by delivering cutting-edge imaging probes and background-free optical imaging.",S14,INACTIVE,"[""NANOMEDICINE""]",United States,"Berkeley, CA",http://bikanta.com,2013,2,,,,https://www.crunchbase.com/organization/bikanta,"[{""name"":""Ambika Bumb"",""role"":""CEO"",""description"":"""",""linkedin_profile"":""https://www.linkedin.com/in/ambikabumb"",""twitter_profile"":""""}]"
Cosmic,https://www.ycombinator.com/companies/cosmic,Cosmic is a headless CMS and API toolkit,"Cosmic is a headless CMS and API toolkit to help teams build modern apps faster, together. We provide a web dashboard to create content and API tools to deliver content into any website or app.Teams benefit from using Cosmic because it eliminates the need to build and maintain their own CMS infrastructure. Teams pay a monthly subscription fee for our hosted CMS and can focus on their application logic, creating great content, and enhancing user experiences.",W19,ACTIVE,"[""API"",""DEVELOPER-TOOLS""]",United States,San Francisco,https://www.cosmicjs.com,2016,5,https://www.linkedin.com/company/cosmicjs,https://twitter.com/cosmicjs,https://facebook.com/cosmicjs,https://www.crunchbase.com/organization/cosmic-js,"[{""name"":""Tony Spiro"",""role"":"""",""description"":""My name is Tony Spiro (Cosmic W2019) I'm interested in solving problems with technology. Find me on Twitter: @tonyspiro"",""linkedin_profile"":""https://www.linkedin.com/in/tonyspiro/"",""twitter_profile"":""https://twitter.com/tonyspiro""}]"
RenderNet,https://www.ycombinator.com/companies/rendernet,RenderNet is a powerful AI based image generator.,"RenderNet is an advanced AI tool designed to transform imaginative concepts into high-quality images. It simplifies the process of creating visuals with consistent characters, while offering detailed control over their poses, composition, and styles.Key features of RenderNet include FaceLock, which allows for the generation of multiple images featuring a consistent facial identity, enhancing the coherence of visual storytelling. Additionally, ControlNet provides users with the capability to fine-tune images according to specific poses and compositional guidelines, offering a high level of customization.RenderNet is suitable for a wide range of users, from graphic designers and digital artists to marketing professionals and content creators, providing a versatile tool for diverse image generation needs.",S21,ACTIVE,"[""ARTIFICIAL-INTELLIGENCE"",""GENERATIVE-AI""]",India,"Bengaluru, India",https://rendernet.ai,2019,14,https://www.linkedin.com/company/rendernetai,https://twitter.com/rendernet_ai,,,"[{""name"":""Bhagaban Behera"",""role"":"""",""description"":""Bhagaban has been a serial entrepreneur and previously founded startups in diverse spaces in Singapore and India. Bhagaban loves to build brands that  have solve deep problems and specialises in taking things from zero to one. Bhagaban is a graduate of IIT Kharagpur and has been an investment-banker at Barclays Capital before venturing into entrepreneurship."",""linkedin_profile"":""https://www.linkedin.com/in/bhagaban/"",""twitter_profile"":""https://twitter.com/bhoga""},{""name"":""Nakul Kelkar"",""role"":"""",""description"":""current status - not in depression"",""linkedin_profile"":""https://www.linkedin.com/in/nakulkelkar/"",""twitter_profile"":""https://twitter.com/MaruPelkar""},{""name"":""Sriharsha Setty"",""role"":"""",""description"":""Hardcore techie with a funny bone. Scaled 3 apps to more than a million users. Worked for the High Performance Computing and eXtreme Clusters team. Love to play chess when I am not coding.  Love exploring music in all forms: Indian Classical, 60s, 70s 80s rock-n-roll, African Blues."",""linkedin_profile"":""https://www.linkedin.com/in/sriharshasetty/"",""twitter_profile"":""https://twitter.com/4horsey""}]"
1000Memories,https://www.ycombinator.com/companies/1000memories,Memorial sites.,"1000memories is the new shoebox for your old photos. 1000Memories allows people to organize, share, and discover old photos and memories and set up family trees.",S10,ACQUIRED,"[""COMMUNITY""]",United States,San Francisco,http://ancestry.com,,2,,,,,"[{""name"":""Jonathan Good"",""role"":"""",""description"":""Back in New Zealand working in ag/climate/health tech"",""linkedin_profile"":""LinkedIn.com/jonathanbgood"",""twitter_profile"":""""},{""name"":""Brett Huneycutt"",""role"":"""",""description"":""- Co-founder at Wealthsimple, overseeing product management, engineering and data science- Co-founder at 1000memories (YC S2010). Investors included Greylock, SV Angel, Chris Sacca, Keith Rabois, Elad Gil. Acquired by Ancestry.com"",""linkedin_profile"":""https://www.linkedin.com/in/bretthuneycutt"",""twitter_profile"":""https://twitter.com/bretthuneycutt""},{""name"":""Rudy Adler"",""role"":"""",""description"":"""",""linkedin_profile"":""https://www.linkedin.com/in/rudyadler"",""twitter_profile"":""""}]"
Model ML,https://www.ycombinator.com/companies/model-ml,AI tool for private equity firms and investment banks.,"Team:Chaz: Founder of Fat Llama YC S17 - Acquired by Hygglo. Responsible for Business and Sales Arns: Founder of Fancy S20 - Acquired by Gopuff, Responsible for tech and product.",W24,ACTIVE,"[""ARTIFICIAL-INTELLIGENCE"",""B2B"",""FINANCE"",""SAAS""]",United Kingdom,"London, United Kingdom",https://www.modelml.com/,2023,2,,,,,"[{""name"":""Arnie Englander"",""role"":"""",""description"":""2x YC founder. Fancy (S20) - Acquired by Gopuff.ModelML (W24).Love building cool stuff."",""linkedin_profile"":""https://linkedin.com/in/arnie-englander"",""twitter_profile"":""""},{""name"":""Chaz Englander"",""role"":"""",""description"":""2x YC Founder. Fat Llama (S17) - acquired by Hygglo ModeML (W24)"",""linkedin_profile"":""https://www.linkedin.com/in/chazenglander"",""twitter_profile"":""""}]"
Pantheon,https://www.ycombinator.com/companies/pantheon,A competitive community of the brightest students in the world,"Pantheon is an online competitive community of the brightest students in the world. High school and middle school students match with each other based on skill level and compete head-to-head in real-time to see who can answer questions fastest, much like offline competitions such as Science Bowl.",W20,INACTIVE,"[""EDUCATION"",""GAMING"",""SOCIAL""]",United States,San Francisco,https://www.joinpantheon.io/,2020,2,https://www.linkedin.com/company/joinpantheon,https://twitter.com/joinpantheon,,,"[{""name"":""Ali Ahmed"",""role"":"""",""description"":""Building new things "",""linkedin_profile"":""https://www.linkedin.com/in/ali-wetrill"",""twitter_profile"":""https://twitter.com/ali_wetrill""},{""name"":""Akshath Sivaprasad"",""role"":"""",""description"":""interested in AI-driven edtech, cross-chain infrastructure, and autoimmune therapies"",""linkedin_profile"":""https://linkedin.com/in/akshathsivaprasad"",""twitter_profile"":""https://twitter.com/heyitaki""}]"
Duckie,https://www.ycombinator.com/companies/duckie,AI technical support engineer that handles tickets.,"Duckie is an AI technical support engineer that reduces unnecessary ticket escalations by troubleshooting tricky technical issues and suggesting resolutions.It sits in your support channel, answers technical questions, troubleshoots technical issues, and intelligently triages and escalates to dev teams.1. Who are using Duckie: tier 2 technical support teams2. Flexible integrations with knowledge sources (Slack, Jira, Google docs, Confluence, Sentry, Github, and beyond!)3. Takes <5 mins to onboard",W24,ACTIVE,"[""Not Available""]",Not Available,,https://duckie.ai/,2023,2,https://www.linkedin.com/company/duckie-ai/,https://twitter.com/duckie_ai,,,"[{""name"":""Valerie Li"",""role"":"""",""description"":""Cofounder and CEO of Duckie. Prior to Duckie, she has been a senior engineer for 6+ years with expertise in infrastructure.She was a tech lead at Netflix for 3 years, where she led the subscriber growth project that stopped password sharing, which added 8m new subscribers and $200m in revenue (and saved the company's stock price).Before that she was an engineer at LinkedIn, working at feed infrastructure and recruiter products teams.She got her Computer Science degree from USC."",""linkedin_profile"":""https://linkedin.com/in/peifeili"",""twitter_profile"":""""},{""name"":""Joel Ritossa"",""role"":"""",""description"":""Co-founder and CTO at Duckie. Former AI Software Engineer at C3 AI, built Enterprise AI solutions. Princeton CS Class of 2020. Solving technical support with Valerie Li."",""linkedin_profile"":""https://linkedin.com/in/joel-ritossa"",""twitter_profile"":""https://twitter.com/JoelRitossa""}]"
Snackpass,https://www.ycombinator.com/companies/snackpass,Order ahead at restaurants and get rewards with friends.,"Skip the line, collect points and send gifts to friends Snackpass is an app that makes ordering food more convenient, affordable and social.",W18,ACTIVE,"[""E-COMMERCE"",""MARKETPLACE""]",United States,San Francisco,https://snackpass.co,2017,38,https://www.linkedin.com/company/snackpass,https://twitter.com/snackpass_,,https://www.crunchbase.com/organization/snackpass,"[{""name"":""Kevin Tan"",""role"":""CEO"",""description"":""Building the future of social commerce, starting with restaurant takeout."",""linkedin_profile"":""http://linked.com/kevinhuangtan"",""twitter_profile"":""""},{""name"":""Jamie Marshall"",""role"":"""",""description"":""Social meets pickup. Order ahead and get rewards with friends at your favorite restaurants Cofounder/COO Thiel FellowForbes 30u30"",""linkedin_profile"":""https://www.linkedin.com/in/jamie-marshall-b291a2120/"",""twitter_profile"":""""}]"
Mantys,https://www.ycombinator.com/companies/mantys,ARR Reporting and Forecasting for SaaS companies,"Mantys helps SaaS companies calculate and forecast their ARR accurately in real time without using multiple spreadsheets. For example, NextBillion uses Mantys to pull data from HubSpot and Chargebee and create real-time views of their Contracted ARR, Billed ARR, Churn, and forecasted ARR",W23,ACTIVE,"[""B2B"",""FINANCE"",""INDIA"",""SAAS""]",India,"Bengaluru, India",https://www.mantys.io/,2022,12,https://www.linkedin.com/company/82542033/,,,,"[{""name"":""Kriti Arora"",""role"":""Founder"",""description"":"""",""linkedin_profile"":""https://www.linkedin.com/in/kriti-arora-536111105/"",""twitter_profile"":""""}]"
Ohm,https://www.ycombinator.com/companies/ohm,Never jump start your car again.,"Ohm is smart enough to keep you from accidentally draining your battery if you forget to turn your lights off. It will automatically turn itself off when it gets critically low, and then switch itself back on when you go to start your car. No more getting strande",S15,INACTIVE,"[""Not Available""]",United States,"San Jose, CA",http://getohm.com,,0,,,,https://www.crunchbase.com/organization/ohm,"[{""name"":""Hunter Scott"",""role"":"""",""description"":""Hardware guy with >10 years of experience in designing electronics, building hardware teams, and creating new things."",""linkedin_profile"":""https://www.linkedin.com/in/hunter-scott/"",""twitter_profile"":""https://twitter.com/hunterscott""},{""name"":""Alex Trimm"",""role"":"""",""description"":"""",""linkedin_profile"":""https://www.linkedin.com/pub/alexander-trimm/40/186/b52"",""twitter_profile"":""""}]"
Flowdash,https://www.ycombinator.com/companies/flowdash,Quickly build internal tools for your ops team's manual workflows,"Flowdash makes it easy to build semi-automated workflows with no code. We recognize that many business processes today simply can't be fully automated and require human intuition. But there's no reason they need to be fully manual either. With Flowdash, teams can build custom tools to manage their internal processes, leveraging automation where it makes sense, and weaving in human intuition when needed.",W20,ACQUIRED,"[""B2B"",""SAAS""]",United States,San Francisco,https://flowdash.com,2019,5,https://www.linkedin.com/company/flowdash,https://twitter.com/flowdashhq,https://www.facebook.com/flowdashhq/,https://www.crunchbase.com/organization/flowdash,"[{""name"":""Omar Skalli"",""role"":"""",""description"":""- Head of Growth Engineering @ Notion (Current)- Co-founder @ Flowdash (W20) - Acquired by Notion- Employee #3 @ Gusto (W12)- Microsoft, Electronic Arts"",""linkedin_profile"":""https://www.linkedin.com/in/omarskalli/"",""twitter_profile"":""""},{""name"":""Nick Gervasi"",""role"":"""",""description"":"""",""linkedin_profile"":""https://www.linkedin.com/in/nick-gervasi/"",""twitter_profile"":""https://twitter.com/nickgervasi""}]"
Strac,https://www.ycombinator.com/companies/strac,"Remove PCI, PHI, PII Leaks from SaaS, Cloud, Endpoints & Generative AI","Strac DLP (Data Loss Prevention) is an AI Company that eliminates data leaks from SaaS, Cloud, Endpoints  and Generative AI apps by automatically detecting and remediating the most sensitive customer data like  SSN, DL, Passport, Bank Statements, etc. across all communication channels like Office 365, Gmail, Slack, Onedrive, Google Drive, Zendesk, Salesforce, ChatGPT, Chrome, Jira, Web Applications, Mac, Endpoints, etc.",W22,ACTIVE,"[""ARTIFICIAL-INTELLIGENCE"",""ENTERPRISE"",""GENERATIVE-AI"",""SAAS"",""Security""]",United States,"Bellevue, WA",https://www.strac.io/,2021,6,https://www.linkedin.com/company/securewithstrac/,https://twitter.com/securewithstrac,,,"[{""name"":""Aatish Mandelecha"",""role"":"""",""description"":""Aatish spent 11 years at Amazon building their payments infrastructure (Widget, API and Security)."",""linkedin_profile"":""https://www.linkedin.com/in/aatishmandelecha/"",""twitter_profile"":""""}]"
Branch8,https://www.ycombinator.com/companies/branch8,Branch8 helps sellers to list and manage products on e-commerce,"Branch8 offers e-commerce sellers access to a single platform that lets them list their products across a wide swath of e-commerce sites. Updating and delisting items are similarly simple. Plus, the company also offers logistics and order management  the idea is that it can be a one-stop shop for e-commerce sellers, helping them to earn more money while saving them valuable time.Branch8 is created by a team of sellers and engineers. They live and breathe e-commerce. In the past, They were a top seller selling across Lazada, Qoo10, Rakuten, Amazon and Ebay. Their team consists of individuals from Lazada, Rocket Internet, Facebook and Microsoft.",S15,ACTIVE,"[""E-COMMERCE"",""MARKETPLACE""]",Hong Kong,Hong Kong,http://branch8.com,,15,,,,https://www.crunchbase.com/organization/branch8,"[{""name"":""Matt Li"",""role"":""Director"",""description"":"""",""linkedin_profile"":""http://hk.linkedin.com/pub/matt-li/16/4b1/38b"",""twitter_profile"":""""},{""name"":""Tim Mak"",""role"":""Founder"",""description"":"""",""linkedin_profile"":"""",""twitter_profile"":""""}]"
DoseDr,https://www.ycombinator.com/companies/dosedr,"Helping diabetes patients use the correct amount of insulin,","The DoseDr mobile app gives diabetics better control over their disease by helping them adjust their insulin doses between doctor visits. They connect patients to a doctor, who can help them immediately when an issue arises. No appointment necessary, and it's free! Patients are welcome to invite their current doctor to join DoseDr.",W16,INACTIVE,"[""HEALTH-TECH""]",United States,"Menlo Park, CA",https://www.dosedr.com,,2,,,,https://www.crunchbase.com/organization/dosedr,"[{""name"":""John Sanders"",""role"":"""",""description"":"""",""linkedin_profile"":""https://www.linkedin.com/in/johnlsanders"",""twitter_profile"":""""},{""name"":""Marlon Castillo"",""role"":"""",""description"":""Former energy trader, currently building healthcare and wellness companies."",""linkedin_profile"":""https://linkedin.com/in/marlonscastillo"",""twitter_profile"":""""},{""name"":""Dustyn Williams"",""role"":"""",""description"":"""",""linkedin_profile"":""https://www.linkedin.com/in/dustynwilliams"",""twitter_profile"":""""}]"
Newslabs,https://www.ycombinator.com/companies/newslabs,,"NewsLabs offers a platform that looks to help old school journalists adapt to the web, by giving them help with advertising, SEO, and other issues they may not have had to deal with before.",W10,INACTIVE,"[""Not Available""]",Ireland,"Dublin, Ireland",http://newslabs.com,,2,,,,https://www.crunchbase.com/organization/newslabs,"[{""name"":""Nathan Chong"",""role"":""Founder"",""description"":"""",""linkedin_profile"":""https://www.linkedin.com/in/nathanchong/"",""twitter_profile"":""""}]"
Million Marker,https://www.ycombinator.com/companies/million-marker,23andMe for environmental exposures,We are a service for people to learn about their personal environmental exposures. Our first product is a urine test for exposure to chemicals in everyday products.,S19,ACTIVE,"[""CONSUMER-HEALTH-SERVICES"",""DIGITAL-HEALTH""]",United States,"Berkeley, CA",https://www.millionmarker.com/,2019,2,https://www.linkedin.com/company/million-marker,https://twitter.com/million_marker,https://www.facebook.com/Million-Marker-105772664226449/,,"[{""name"":""Jenna Hua"",""role"":""Founder"",""description"":"""",""linkedin_profile"":""https://www.linkedin.com/in/jenna-hua-89574b34/"",""twitter_profile"":""""}]"
Houm,https://www.ycombinator.com/companies/houm,All-in-one real estate marketplace for Latin America,"Houm is an all-in-one real estate marketplace that helps landlords find tenants, collect rent, and manage their properties in Latam.",W21,ACTIVE,"[""MARKETPLACE"",""PROPTECH""]",Chile,"Santiago, Chile",https://houm.com,2018,400,https://www.linkedin.com/company/33268314/admin/,,,https://www.crunchbase.com/organization/arriendoasegurado-com,"[{""name"":""Benjamn Labra"",""role"":"""",""description"":""Real Estate fanatic with a background in investment banking and real estate development, asset management, and finance. Studied business in Chile and then did my Master of Science in Real Estate Development in Columbia University. Passionate about technology, Proptech, and Real Estate"",""linkedin_profile"":""https://www.linkedin.com/in/benjam%C3%ADn-labra-72203520/"",""twitter_profile"":""""},{""name"":""Nicolas Knockaert"",""role"":"""",""description"":""Industrial Engineer with a M. Sc. in Real Estate at Columbia University.  12+ years of experience in real estate development, investments and proptech. Passionate about evolving the real estate industry through technology and granting easier and safer access to a home to everyone in the world."",""linkedin_profile"":""https://www.linkedin.com/in/nicolasknockaert/"",""twitter_profile"":""""}]"
Openbase,https://www.ycombinator.com/companies/openbase,We help developers choose among millions of open-source packages,"There are millions of open-source packages out there, and developers often spend hours researching and evaluating competing packages to find the right one.Openbase is the first platform to offer user reviews for packages, powerful insights and categorization for open-source packages - so developers can choose the right package every time.",S20,INACTIVE,"[""DEVELOPER-TOOLS"",""DEVSECOPS"",""OPEN-SOURCE""]",United States,San Francisco,https://openbase.com,2019,8,https://www.linkedin.com/company/openbaseio,https://twitter.com/openbase,https://www.facebook.com/openbaseio/,https://www.crunchbase.com/organization/openbase,"[{""name"":""Lior Grossman"",""role"":""Founder"",""description"":"""",""linkedin_profile"":""https://www.linkedin.com/in/liorgrossman"",""twitter_profile"":""https://twitter.com/liorgrossman""}]"
Agentnoon,https://www.ycombinator.com/companies/agentnoon,Workforce planning for global teams, Build a more efficient org and save headcount spend ,W22,ACTIVE,"[""Not Available""]",Canada,"Toronto, Canada",https://agentnoon.com,2021,7,https://www.linkedin.com/company/agentnoon,,,,"[{""name"":""Ali Nawab"",""role"":"""",""description"":""building Agentnoon (YC W22)prev: cofounder @kiwidotai (acquired) @sentiance alum: #ODF4. Booz&Co. Ivey. Deloitte Consulting. FAST-NU  please contact me for anything I can help you with via Twitter or LinkedIn"",""linkedin_profile"":""https://ca.linkedin.com/in/alinawab"",""twitter_profile"":""https://twitter.com/alinawab""},{""name"":""Dave Y. Kim"",""role"":"""",""description"":""CTO at Agentnoon.com (We are hiring!)Previously founding engineer at kiwidotai (acquired), head of mobile then integration lead at Sentiance."",""linkedin_profile"":""https://www.linkedin.com/in/dave-k-9b730536/"",""twitter_profile"":""https://twitter.com/dygk_0x1""}]"
Stacksi,https://www.ycombinator.com/companies/stacksi,Automated Answers to Security Questionnaires,"Stacksi helps companies automate the process of answering enterprise security questionnaires so they can close deals faster and save their best engineers time for more strategic projects.Salespeople, CTOs, and CEOs of fast-growing enterprise startups can upload security questionnaires into our system. If the company already has written security policies, they can upload those documents, too. From there, Stacksi parses their documents, identifies gaps in their security policies vs. standards, and helps them establish a successful security program. Ultimately, we will help them 1) automate completion of security questionnaires, 2) quickly get through enterprise security audits and 3) improve their security posture.",W21,ACQUIRED,"[""COMPLIANCE"",""CYBERSECURITY""]",United States,"Los Angeles, CA",https://www.stacksi.com,2020,4,,,,,"[{""name"":""Emre Murray Mangir"",""role"":"""",""description"":""Current:- Co-founder at Stacksi (we automate security questionnaires)Previously:- Co-founder at Mozio (aggregates global ground transport)- Former pricing & marketing consultant at Simon-Kucher & Partners (improves unit economics, pricing, and packaging)- UC Berkeley - Applied Math, Economics"",""linkedin_profile"":""https://www.linkedin.com/in/emremangir/"",""twitter_profile"":""""},{""name"":""Joseph Metzinger"",""role"":"""",""description"":""UC Berkeley Computer Science class of 2011 (GO BEARS!)Co-Founder & CTO @ Mozio December 2011 - July 2020Co-Founder & CTO @ Stacksi July 2020 - Current"",""linkedin_profile"":""https://www.linkedin.com/in/joseph-metzinger/"",""twitter_profile"":""https://twitter.com/JosephMetzinger""}]"
Fabius,https://www.ycombinator.com/companies/fabius,AI to improve Sales Calls,"Fabius helps sales leaders understand and improve their reps' performance by analyzing customer calls with AI. Companies like Airbyte and Fermat use us to score every call and identify when a customer hasnt been properly qualified.Fabius helps drive decisions within sales, including:- Disqualify a deal: Reps work on deals that will never close. We identify the deals that won't be successful and make sure reps don't waste time on them.- Need to strengthen the business case for a deal: We tell managers and reps when a deal has a weak business case and show them how to uncover more business value in the deal.",W23,ACTIVE,"[""ARTIFICIAL-INTELLIGENCE"",""B2B"",""GENERATIVE-AI"",""SAAS"",""SALES""]",United States,San Francisco,https://fabius.io,2020,2,https://www.linkedin.com/company/fabius-technologies/,https://twitter.com/fabiustech,,https://www.crunchbase.com/organization/fabius-66e4,"[{""name"":""Neil Madsen"",""role"":"""",""description"":""Neil is the CEO of Fabius.  Before co-founding Fabius, Neil was the Head of Technical Services at LiveRamp, where he led all technical customer-facing teams (Sales Engineering, Implementation, Technical Account Management, and Support). He has a BS in Computer Science from The Ohio State University."",""linkedin_profile"":""https://www.linkedin.com/in/neil-madsen-18a3755b/"",""twitter_profile"":""""},{""name"":""Andy Day"",""role"":"""",""description"":""Co-Founder and CTO of Fabius. Previously lead the Pixel Serving Engineering Team @ LiveRamp."",""linkedin_profile"":""https://www.linkedin.com/in/andrewkday"",""twitter_profile"":""https://twitter.com/adayNU""}]"
Dragoneye,https://www.ycombinator.com/companies/dragoneye,Helping devs build computer vision models automatically,"Dragoneye helps devs build powerful apps and features that use images and videos. With our cutting-edge AI tech, folks can recognize things in the world with high accuracy and deep granularity, right out of the box. No more arduous process of annotating any training data or doing any machine learning work themselves.For example, retailers can turn their product images into rich product metadata. With this highly detailed metadata, we help these companies to supercharge their commerce solutions and importantly, drive revenue by enhancing everything from site search to buying analytics.Overview Video: https://www.youtube.com/watch?v=opRMn48z9dM",W24,ACTIVE,"[""ARTIFICIAL-INTELLIGENCE"",""COMPUTER-VISION"",""DEVELOPER-TOOLS"",""Machine Learning""]",United States,New York,https://dragoneye.ai/,2023,2,,,,,"[{""name"":""Alex Liao"",""role"":"""",""description"":""Building computer vision so every app can see the world. ex-Jane Street, ex-Facebook, UPenn Physics and CS"",""linkedin_profile"":""https://linkedin.com/in/alexliaoo"",""twitter_profile"":""""}]"
Cloudant,https://www.ycombinator.com/companies/cloudant,NoSQL Database-aaS.  Acquired by IBM in 2014.  Now IBM Cloud Data,"Cloudant's distributed database-as-a-service (DBaaS) allows developers of fast-growing web and mobile apps to focus on building and improving their products, instead of worrying about scaling and managing their databases on their own.We manage and distribute your data globally so you can grow more users, build more app features, and sleep more knowing we're keeping the servers up and humming.Cloudant was founded in Cambridge, Massachusetts in 2008 by three MIT physicists who at the time were moving multi-petabyte data sets around from the Large Hadron Collider. Frustrated by the available tools for managing and analyzing Big Data in their research, the founders built a distributed, fault-tolerant, globally scalable data layer on top of Apache CouchDB.The service has grown since then. The team now manages and serves mobile and web app data on behalf of thousands of developers and hundreds of customers to their users around the world. In 2014, the company was acquired by a global enterprise software & hardware vendor.",S08,ACQUIRED,"[""Not Available""]",United States,Boston,http://cloudant.com,,51,,,,https://www.crunchbase.com/organization/cloudant,"[{""name"":""Michael Miller"",""role"":"""",""description"":""Recovering particle physicist and distributed systems developer.  CoFounder (Cloudant, acquired by IBM), CoFounder Liquid 2 Ventures.  Father or two sets of twins.  Main investing interests are new computing architectures, quantum computing, aerospace and climate tech, with a dash of dev tools."",""linkedin_profile"":""https://www.linkedin.com/in/mlmilleratmit"",""twitter_profile"":""""},{""name"":""Alan Hoffman"",""role"":"""",""description"":"""",""linkedin_profile"":""https://www.linkedin.com/in/alanmhoffman"",""twitter_profile"":""""},{""name"":""Adam Kocoloski"",""role"":"""",""description"":"""",""linkedin_profile"":""https://www.linkedin.com/in/kocolosk"",""twitter_profile"":""""}]"
Insoshi,https://www.ycombinator.com/companies/insoshi,,,W08,INACTIVE,"[""Not Available""]",Not Available,,http://insoshi.com,,0,,,,https://www.crunchbase.com/organization/insoshi,"[{""name"":""Michael Hartl"",""role"":"""",""description"":""Author of ten Learn Enough books and the Ruby on Rails Tutorial, founder of Softcover (acquired May 2022). Founder of  Insoshi (YC W08), an open-source social network (now defunct)."",""linkedin_profile"":""https://www.linkedin.com/in/michaeldhartl/"",""twitter_profile"":""https://twitter.com/mhartl""},{""name"":""Long Nguyen"",""role"":"""",""description"":"""",""linkedin_profile"":""https://www.linkedin.com/in/long-nguyen-3257b3b/"",""twitter_profile"":""""}]"
Criya,https://www.ycombinator.com/companies/roomplays,"Build your Professional Brand in 1-Click, with AI","Criya, a Y Combinator and venture backed AI startup that empowers world class industry experts build their Professional Brand in 1-click. Complete with AI generated websites that demonstrates their entire experience in a comprehensive and attractive format, and scheduling capabilities, video course hosting and more, Criya is a pivotal platform for senior industry leaders to turn their expertise into a powerful all-rounded professional brand with a strong online presence.",W22,ACTIVE,"[""ARTIFICIAL-INTELLIGENCE"",""GENERATIVE-AI"",""SAAS""]",United States,San Francisco,https://criya.co,2021,5,https://www.linkedin.com/company/criya/,https://twitter.com/criyaco,,https://www.crunchbase.com/organization/roomplays,"[{""name"":""Deboshree Dutta"",""role"":"""",""description"":""Deb is the CEO & founder of Criya, determined to empower world class professionals to build their Professional Brand with AI. Prior to Criya, Deb was Head of Product Management at PayPal (4+ years). She holds a MS in Computer Science from Carnegie Mellon and is a Product leader (Ex-PayPal, Microsoft) with 13+ years of experience.Deb is a creator with 150,000 followers, and has been featured on Forbes, New York Times, Tech Crunch, Harvard Business School, CBS etc."",""linkedin_profile"":""https://www.linkedin.com/in/deboshree-dutta"",""twitter_profile"":""https://twitter.com/deboshre""}]"
Versori,https://www.ycombinator.com/companies/versori,Add fully custom native connectors to your SaaS in hours,From operational automations to embeddable custom connectors. Save 10x of cost and time by building custom connectors and workflow automations in hours.,W23,ACTIVE,"[""API"",""B2B"",""Data Tech"",""NO-CODE"",""SAAS""]",United Kingdom,"Manchester, United Kingdom",https://www.versori.com/,2022,16,https://www.linkedin.com/company/versori,,,,"[{""name"":""Sean Brown"",""role"":"""",""description"":""Previously Founder and CEO at Mercarto (eCommerce/marketplace platform - acquired) and Hatch (Influencer Platform Acquired by Social Chain AG), Sean is fanatical about building technology to provide critical business infrastructure. His strengths lie in Product and Business Development, by merging the two results in great product that delivers best in class products that provide high value solutions to clients."",""linkedin_profile"":""https://www.linkedin.com/in/sean1brown/"",""twitter_profile"":""""},{""name"":""Dan Jones"",""role"":"""",""description"":""Dan is a CTO/Founder who loves getting stuck into code and is an advocate for all things cloud-native. With experiences in both public and private sectors, spanning industries such as Finance, Telecoms, Healthcare and Commerce, Dan has grounded himself as a versatile software engineer capable of solving complex problems in simple ways."",""linkedin_profile"":""https://www.linkedin.com/in/dan-jones25217"",""twitter_profile"":""""}]"
